           6          16          20          13  0.56654604202821990     
           4          12          27          12  0.57336547074914468     
           2          15          18          15  0.63729366498404305     
           2           7          20          14  0.65735094776988312     
           2           9          20          14  0.65030262366638503     
           3           8          26          17  0.66355994472645230     
           3          12          21           9  0.59283618410841399     
           5          21          27           5  0.52500044129349333     
           3          11          22          16  0.63768919801477808     
           2           6          18          16  0.71841549928609083     
           2          13          13          19  0.65688260764056772     
           4          11          23          13  0.60349770641492306     
           6          12          18          14  0.57215172557962679     
           4          14          22           9  0.57949400180064947     
           6           9          25          19  0.64578596201545446     
           2           8          18          18  0.69121118662116554     
           2           8          21          18  0.69459717662039422     
           6          15          18          12  0.63544741415438355     
           8          17          22           6  0.55360755459190447     

